ReviewID,ProductID,reviewerName,helpful,ReviewText,Rating,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
AP7ELOKYSDI7B,D007WTAJTR,Yachtwork,"[0, 0]",It worked for a GoPro so what more to say except I wonder how they can fit 64 gigs on such a small chip. Amazing.,4,It worked,1382227200,20-10-2013,414,0,0
A29VPWQZC2A62R,D007WTAJTR,"Yafis Rai ""Blaster""","[0, 0]","Got a really good deal on this humongous capacity card on Black Friday, Thanks Amazon, been waiting for the price to go down.Using this on a Galaxy S3 as FAT 32. I was unable to get this recognized in the phone as an ExFat. Anyone having problems with this in the Galaxy Lineup of phones might want to try the FAT 32 formatting.",5,Black Friday Special Buy,1354492800,12-03-2012,1001,0,0
A3TGY6ZWPMOPHE,D007WTAJTR,yali g,"[0, 0]",So far i haven't had any issues. It's working and is compatible with my phone. Quick shipping. Im satisfied with my purchase,5,16gb micro,1379289600,16-09-2013,448,0,0
ANIETNRXG4B27,D007WTAJTR,"Yancy Smith ""-Yancy-""","[0, 0]","I ordered this card for my Samsung Note 3.  I had to properly format it for my phone which was easy.  I transferred all of my pictures and music from my old card and it works like a charm.  I picked this card as it is the max the phone allows.  This card was a very good price and I got it next day during the Christmas rush even though I used my free 2 days shipping.I would buy another if I had another device to use it in.I would buy again!As usual, SanDisk is affordable and works well!",5,Great Memory Card,1392940800,21-02-2014,290,0,0
A1GRKJ0VT3HUNB,D007WTAJTR,Yankeefan,"[0, 0]",This sd card is perfect for my phone. It is the right size and especially the right price. After looking all over Amazon price for this card was almost $10 lower than everyone else's.,5,Love It,1397606400,16-04-2014,236,0,0
AURSNOUY8QG32,D007WTAJTR,Yevgeniy P.,"[1, 1]",So I got this during the amazon litening deal during black friday for 17$! It is the best and fastest card money can buy. It came in very easy to open packaging. I put it into my Galaxy S3 and was good to go. Highly recommend.,5,Best Micro SD,1355443200,14-12-2012,724,1,1
A85ZIIDB427XP,D007WTAJTR,"Y-Not ""John""","[0, 0]",Not much else to say - an SD card is an SD card - performance met expectations - have had good luck with Sandisk,5,Good Price,1394236800,03-08-2014,127,0,0
A2XZM6IEU8R4UH,C007WTAJTP,yo,"[0, 0]","Easy installation, immediate functionality, great way to expand my phone's photo storage capacity. I am very pleased with this purchase,",5,Great addition to my Samsung Note II phone,1396828800,04-07-2014,157,0,0
A1NHVIBDBI15V1,C007WTAJTP,Yonghing Fung,"[0, 0]",its ffast light weight.. great price nothing to say here.. just a memory carduse it for my gopro hero 3 black,5,got this for my gopro hero 3 black,1393459200,27-02-2014,284,0,0
A3S81Y50UL7UZV,C007WTAJTP,yon may,"[0, 0]","Transfer speeds are consistent with advertising. The card works, and has worked for months now. Great product. Now I need a 64gb..... At least I know which company to go with, SanDisk.",5,"good memory card, good price.",1355270400,12-12-2012,726,0,0
A2BOSVUG4SLYHS,C007WTAJTP,Yoon S. Choe,"[0, 0]","it just works great as it supposed to be, i would buy one more for my wife gallaxy S4, thanks!",5,good product!,1401321600,29-05-2014,193,0,0
A1RMOES5FGRF00,C007WTAJTP,"Zabeatta ""Zabeatta""","[0, 0]",I got this for my Samsung Galaxy S5 and could not be happier. It's fast enough with the still and video camera on the phone.I have had no problems transferring files of all types from my pc or tablets. At this price it is a great buy.,5,Great for the Galaxy S5,1399075200,05-03-2014,278,0,0
A2N07667BLEYCG,C007WTAJTP,Zachary A. Hart,"[0, 2]",Works great as advertised.  No problem with formatting or anything.  Appears to be class 10 as advertised.  Thanks a bunch!,5,Works as advertised,1395964800,28-03-2014,255,0,2
AP8TRLDSLWVUT,D007WTAJTR,"Zachary Burns ""Computer Guru""","[0, 0]",Works just fine in my video camera in the car.  And I saved over 15 bucks over Best Buy (which always tries to rip you off).,5,Works Great,1390435200,23-01-2014,319,0,0
A2FRK17ETLK7UY,C007WTAJTP,Zachary Flategraff,"[0, 0]","Super fast access to my Samsung Galaxy Note II. SanDisk Ultra Micro HC is blazing fast compared to the other microSD cards I have bought including PNY, Sony and more!",5,Awesome for Price and Very fast data accessibility!,1385164800,23-11-2013,380,0,0
A3DJS9HZ1FPANU,D007WTAJTR,Zach S.,"[1, 1]","This was the fastest microSD card I have tested, unfortunately it died after about four months of use in my Android phone. At first my phone would randomly say the card had been removed, then eventually neither the phone nor any reader I had could access it.The test results from my older but still functional 32gb class 4 sandisk:Sequential Read :  23.022 MB/sSequential Write :  4.460 MB/sRandom Read 512KB :  22.387 MB/sRandom Write 512KB :  3.144 MB/sRandom Read 4KB (QD=1) :  3.414 MB/s [  833.5 IOPS]Random Write 4KB (QD=1) :  1.231 MB/s [  300.5 IOPS]Random Read 4KB (QD=32) :  3.309 MB/s [  807.8 IOPS]Random Write 4KB (QD=32) :  0.993 MB/s [  242.4 IOPS]Compared to this product, 32gb class 10 sandisk:Sequential Read :  41.492 MB/sSequential Write :  15.653 MB/sRandom Read 512KB :  43.380 MB/sRandom Write 512KB :  17.685 MB/sRandom Read 4KB (QD=1) :  4.696 MB/s [  1146.5 IOPS]Random Write 4KB (QD=1) :  1.595 MB/s [  389.4 IOPS]Random Read 4KB (QD=32) :  4.859 MB/s [  1186.2 IOPS]Random Write 4KB (QD=32) :  1.334 MB/s [  325.6 IOPS]",1,Fast but short-lived,1363910400,22-03-2013,626,1,1
A2SVI2JSSMA3PS,C007WTAJTP,Zackariah Zielieke,"[0, 1]","Hello,Great card, great price. Plenty of speed and worked for...about a year. In fact, I wish it had stopped working a month earlier.It looks like Sandisk is out to make sure their cards stop working perfectly after the return window is up or something, because now on the end of December (Return window expired about 20 days ago) this thing only intermittently is recognized. It unmounts all the time in my phone and then gets remounted, and usually it doesn't even remount.While it was a good price, it was a good price for a name brand card that would have lasted longer than a year instead of Sandisk going &#34;ahaha got you good, now you have to buy another expensive name-brand card!&#34;Nope, I'll buy a cheaper alternative and it'll probably last longer. I still have some Kingston's going strong.",1,It worked good until return policy was out,1388016000,26-12-2013,347,0,1
A8FI3MT1LNQS,C007WTAJTP,Zafer Aktan,"[1, 1]","I have purchased this SD card to have extra storage area for my Galaxy Note 2.  As you might already know, Galaxy Note 2 does not allow applications to run from external cards, but it allows storing media, documents, etc to the external card.  It also comes with a full size SD card conversion piece (just insert the micro sd card into the full size SD card piece and voila) - with it's current pricing on Amazon.com, this card is highly recommended.  Hope this review proves to be useful.Cheers",5,works fine on Galaxy Note 2,1362700800,03-08-2013,492,1,1
A10WTI6XS1CX37,C007WTAJTP,Zahid,"[0, 0]",Really helpful I needed to backup some photos and there was plenty of space left,5,32G,1405036800,07-11-2014,31,0,0
A2NZ4SKQ501HBS,C007WTAJTP,"Zain Naboulsi Jr. ""zainnab""","[0, 0]",No issues it works great in my device. I don't think it would require more words but I'll type them since it's required.,5,Works great!,1371513600,18-06-2013,538,0,0
A301Z8IOK3T238,C007WTAJTP,"Zak ""Diva""","[0, 0]",I use it to hold files from my computer and transfer files from other computers it works good for this task and is quick. I would recommend this plus the price isn't bad.,5,Good SD Card,1374278400,20-07-2013,506,0,0
